Entry,start,end,sequence_sha256
O31385,0,451,849a1f7d42c372a93727d43945c54d8c5da8bac38d6a6e408ed83d0c1bb1c07a
O31427,0,239,ae9889012bce9700b98c1499cff7357fa9e26b903f615beb850018f670bcd6b4
Q85A69,0,381,92085a8b32974d9307ce58b58275450124667485657fd34917da832e2eef508f
P56344,0,236,96ec70d72ec9fa1b2454246cfb3fbee4897825374d9e2cc8949c02ef5030748f
Q609Q1,0,348,7fb093f94724cdc575ab864938f0da84592a39ad5b1ba9163d900856dba77d8c
Q5YZY9,0,331,ed442100b92c296e8db5f5cbbd0aed03aef2aee68924a89267125976dd26956d
O31440,0,417,57d2846e4ace980acf521bbadc69ae387199e9fb35f391a84875e299875f8fa1
O31611,0,211,2cb4d90e4ad9c3568693152f54544c4b533f8041c9e153d8d5d5c41d0f5a8e89
P39583,0,210,578edc0e5079da9cf9766322e667cf357df536e714cb0fe76119e3c22e148ffd
Q6ATB2,0,559,00c95260315039a546f647774afb82fdf35680899f7d782f51d14ba3532ca16e
O31619,0,336,464817aad1263322ed42279d175471d63a21b06e2363e29444a353b6c614df26
P30138,0,251,e0c4bd3ed1b23852c1dd9f7dbf4bc8771a4f23a543e86e94cea9b7c45e812877
O31633,0,181,648c7e0f5e39bd40c86f72345f2117ef8db1235b73fdb034d7cd55c23dd6ce89
P0A948,0,194,1132f6d7737c95a6104fd42e93eef7b66106c7d9c202bc18983a854653224391
Q9I2H6,0,189,7b1872da01349e7bfdf260a2d99ef5e58b3a616c8a6f3f41c6be06f75b4d071e
O31646,0,315,160e3a3c7739fa100d9a0f06b6b44c30be7b9e97791ce7bc8098cb54e2dd1289
O43014,0,412,82af6bf542c7d591af8339ea3c3eb188e4b1d1c8d8540b975b054f7e67307202
O66954,0,320,80a38d38ecd76c12cd01515c2970e3efc2375ac2185d4efe0b115eb5a897616d
P29954,0,387,47f379e1645ef71f0f498d5df8713a99dc7bd7750a5df982a9c4f0318cdfcb49
Q8HXX2,0,423,9dfc68dbcbb627de549c724323763a7a8a8d1a336c5dd293661b857e6ff88246
Q44407,0,339,fb53a0bc1ca425dce7559595bff3592f05b30f9bb1b697027b62fb2a255f70a6
Q54PA0,0,452,3917fb0c6ed827e7d934d4beb81dbb7f1b5467c380b2c28aad2b5fa91f9b2391
P29951,0,461,57911e6ccd520d658bb90b299c75c33f44255eae767ea0e5059013ea16dc1094
P34948,0,441,7a77ea75009952e4b58b41f95ba8125e1181a882287b5ed41ee512932fe81d24
Q8ZWV0,0,302,9941b430692ec33010d386b8295718a4be7d155a71339090e7b60949eb676d21
Q9HFU4,0,434,1599f9fb123eab4f43cf16cf61e7ebcad60531efff35c7a600974079e0b41a5d
Q9HIC2,0,310,17bf2fade5422bd2414b21f303434cf5d80cbe72810f643b3b631097bd5a23c1
Q9FZH5,0,441,2d7afd504ab09da41c9701fea7f7dc054c887ec0f83a58502db542ac4df14403
Q9YE01,0,333,2f7fca05c88d6aadd7f589b4d338d219c3e2c1d375960b432ee57b78d23c0005
O31664,0,259,b3559e3727fcabc814e5f405a4741d9582752f7b45b9a4587b96edf14de0bb3e
P73548,0,293,3e21cd0a0431b0198e74026e2dc99fce613dabd55af218f358ec69fcbe7fee11
O84457,0,305,1aa6ca0261f1445fce61fe3f9c9a10e856935203552468b62a0068cc17a48dc6
Q9CBU1,0,312,1085b492c649245470507981021d5dff9d931238f04acf8b2855be1fe12b0517
Q95ZE3,0,393,119a41516fb8983fcc9583f0ee1d0cd3abe842121d7c2b802b2aa4eb7a53f0fc
O31752,0,269,bdb0ed8261f53798ac8877a1091f44ea0702a8dfccadb108265f418f81ee4c28
Q6DJM2,0,338,16cbd182a34afb3f36bf5d27658c7aae2c0c37d05e318c9f29c46aea8f243c27
Q96BW9,0,452,9456c50ed3bc626291a507ac9f2b913819220e9a600d959ab2de6564da294293
O04928,0,421,d17eb3bb31c80cf73ff316d57a20b96812394f58cf8515910605d0ba7a43ba62
Q4L5W3,0,260,c16eec8e778a2c0844827eefab93385fb815098d09bbe9ced7f4d593936e6813
Q55D90,0,479,d6ea2933cbd9f1bfc8f6be934947be7d71775cfccac7960ae1cfabaca3c856fa
P98191,0,461,6052ba146091fbf52318b47b5927451dee2b54562bd5af6d0385e1ff9aa5921d
P38221,0,457,0dee457646fb5e01d936f502aa6c0a69558fe945bbcb7ec8865185d88eb4def2
O67292,0,259,4fd2c17434e96b687d232c92bbba61fb37202b0afa092365648ec1e2c7988fa0
Q59640,0,271,7cdd37b8351fc0afa2cce5de2cc6e41d8a31ab95c1a4ca3cd2dc7423024b6b18
Q61X59,0,321,456a3586d006ca96279f1ce4633097a56e60d5d10f2b99ae74a3cdb3b7616cb7
O74339,0,393,fa3b1be4deef1e12de7386d72a4737fe0094666b5ed422449ab05737c3e4394d
Q9X1B7,0,270,eb0da33285cc7f081b9ba11fc75eb9d6d247a350fdfdd78d9850fba8d2f20622
Q9P381,0,439,b4ce44184c0cecef4c13710f7dc95653b77548149c0c82631f14f82ad3c081bf
O25004,0,266,3329ae9b01ad25ea5dcdad40df192c6650b19824ca7a60f8e17c770988ab16fb
Q9M001,0,399,a1f61300069fe46fd6b14fc865a3e5269f579dac5714aa5f43b8439be52b71f7
P53230,0,385,7453c77100e85c6a0a0c1cdcc802f1474cd70eb2680fe237ac51489feb0d2998
Q49433,0,397,54e74b64aa761fc0d6dec15c4e69de0a682b8e976378d77a6886776373b1dc6c
O31775,0,264,4b1bcf9aa9fa74f8f0515294eb2cde58b1672731b25c160111d03d0497141cec
O32099,0,243,d5a09c3cc5caced89ecc3f65d1ab7b9aca0c2fcdaee93556378e60140b9b3860
Q8RJB2,0,249,7cc5910cb4723a39f86af1c222d6b7aba3587270f927613acf35985db03f5561
A7Z8F5,0,454,037939faf34f4a59c9500d4905e16d7f9cdcfe4094dfd477e90f00c4b9e06c8d
P32375,0,460,4418dd3863583116c1cc408afe4c7f2527cfa37c97478212e5a99eb668897f7e
Q82ZQ1,0,454,df01e093c09dfc4e7f0c551011f36a16249bce1b66007041e21c10eaf6f67bda
B8G120,0,449,2fa181f258c8818dc3f40cbf4226ababffeffd13eac0a2cb08a9e009a76e3cbc
Q55C91,0,510,df28a3c7d1b3026bac0f6cf7af734088962af44b6a8cb5c3becaca04b7e5721e
Q94AP0,0,506,00de5f1b2df258aaf8c7d58db0d748a977ba599bd6bbfe71332028538b976386
Q9KAH8,0,438,c57a195a1bdbaa27fcb6ab0bbbee6d81dce7f5987993c96be1acb17e6457fc4c
O32143,0,173,fccff672f04413cf85ea9800af911f2199b2678305bcb56848f4bf780d28b307
O32145,0,277,e8ca4aecddb19519637a9f6df3e5eeae86850d067cd0e71a970ba101cdf298b4
Q46800,0,292,c343c6694c3ace2dfef8133e8bf64843174dd26fa5013d6fa6524c2bf6ca4215
O32148,0,416,026c9e4b8761db164177be608d79be57e3be65063baadb7a0583164fedc3daa1
O32149,0,412,0d2cf1ed6745a0a0563289df3fbf56bbee8c2eaba9205a2400e6484cfa358dd0
P77425,0,411,38a07ea7f51550aa4813f547bc75962a0ed00037b1948e9879dd74a8628668ad
P83775,0,341,da54e1cc022b0d188586df3cacee1c7deccd3f03d51cd944f8b0b27c33c4ba15
Q12068,0,342,7264b01e8ae360ef0d5a6b474cd8abddc454ae8521726533c3a5296d751dd2b4
Q54DP1,0,334,c62500891034ab9940262bcb527693161ed024db4bda3c2818cf14ef9da91c71
Q5FTU6,0,310,9e1cbe684bbd103081e493ca28da03b1c0b9333c94d57b875b1a7202b3fa7664
Q98H64,0,485,015f81ded721ac6a929813ab96b5ac300be618106510ea693dedaf8d62c12dd3
O32434,0,527,0824903881e2c96c517f3b973ce90a5e12854c5aeba5b9ad9d81c699ee49c593
Q2FXA5,0,466,d7bc5beb220a6919990aa3efde32ce3474cb095f9d09b7a17d8a2bd2dbdf5dad
P9WMP1,0,452,5cc325705f4f2668e155f5de95013f918ebc2a89e288647d6e653006a40493f2
P35667,0,308,312f55c14a67f178f0a2ce13fde16ede7e8687bdcfaa6bfa69d465ccad2afacb
P35669,0,498,b6fedc18739f1acb0c3229f2c51ae21ebb1462b818353318e34d8d16a3dda4ea
Q5EAC2,0,474,501a7efb3e820b00a48612682e441d22b623f989ac181c9eb04d6c51ab1c73fa
P46416,0,539,3644978c59a5c136b9d032e46867b4f5d238ed54b26c682d8d91c04841fa9b0d
Q7W910,0,318,0213711b8ee2f34e32fa6039cd49b2bfe81d98dadb9176fb22b7ef53fbbe2065
Q7TUK9,0,308,54c0eeb165131d69e5479148ffcb242894321f836c50964708d1fad8e170b748
P58578,0,315,2cd52fa66ae82479ddfbd97b78c6677b821d266371423e391bb094f559cf98da
Q92SN3,0,315,b170d11747255fe5e8ed528e9c1c3f8a02adcf6a93d9100ef97a43d013909f1c
P94428,0,462,564e866f6aacbaacd85c3a28ec6248ce3cd0df6fd5a3c107fa9aeebed1ac511b
P9WNX7,0,518,5db0acd419426c2dd308a4b2d71d76864aebc64a7994f2708a7256a1e82eff8b
O69497,0,457,8f6c369a5bc741e36f09d1e70d3a395760ca87f6c8c1aff7a0e373ab9117fa7c
O33283,0,149,7086453858de818d78b6d5f01bbff3a124c18df08a597d24a8e92761e892fcc5
Q0AKQ2,0,214,62a92b0ccf4c90f33e4293437e0d626f4d80053dbea18ee798a43988b44eafd4
Q0BV49,0,258,d22ea221b84766a275b8ef3d9a1dcb3c040d41de0721ad00cff8dff6cf2bf388
Q0BWF7,0,193,ebfba0eae659f356cf68e36c9c4d42e486912e2c2dd7e7b93a1bc81c9cc110d2
Q13I12,0,228,0853014da05131a6dc30197b2333d2444dfee730f47a6756367c6185525fc6ad
Q8PK53,0,214,57f90e3418d5f3d708f9992184ff9bad4a77ff4e4b743784c61bbabdf06294db
Q2VZJ1,0,217,9715c223f947e20e3fc9137de75c3f27073cb1a4993916d5f8d68210fb28ae34
Q3JCI7,0,216,e1ca31cccfa8be76d7986305a24e6b190576978190b8cf544b8a6f68fcd2952f
Q4KG27,0,211,89fbd347de1ade438fa09ceedceba76105eaee50d3440f7f9ee719703603c839
Q4UK25,0,195,046812a2e814a07a5cf79857610ee02f58c756bb2e39a3a22654e1c90a61b322
Q5FQN4,0,211,444210e2384799a0fb2c76fee822cfabca364fb7872b5dc1627a230ac53c0682
Q5PBP5,0,208,5d209940d2105f0a29e711cd8918337742b1831bdb73f18d642fa12ce45a4c4f
Q5QZP7,0,218,32929170e920f7d59685d6d2986700c5c40048f1438fe1f34ee3a67348647f2d
Q82WC8,0,213,576c0840f02e63a9fb96f89e4c403cbf94f0783f548480b23d1c6db3552852ed
Q6G529,0,208,fcbd925fbfd1af86aeedaea22ce36f7a400adb997697d51e4a891db0cfd94d54
Q73HX8,0,207,6e2d0102fbaa2989e37736ff013f78f2e649b243f780165b507da65a6e48bfb3
Q7W736,0,224,18f389757074156d765341d0ecbc91de5f85fa42eac3200bda1b153c2c56fc64
Q5X6P7,0,200,3bbc2ea4962446402ed2e1f19277889d09135371c7fe7e1896e36047478c80b7
Q11CZ6,0,202,b0b9220c30956ee008ba88bfddc94c67190c2218b0f1d90631b510835fa8e1ae
Q5E3S7,0,204,a2e92f07201a6db74f7e286b2c097322faf89e2a25b54b31e6a0a2e1764d1ccf
Q6GCJ6,0,316,dfcd1e6a6e6140ee3dd060c2ac09ef47e552c4eef2a8404fe5bae4b658dbfaaf
O33921,0,413,c9aa9fd404bbafc76ea70d3773b0d02ec706c68d279fe7e337c527b060795fa7
P0A8Y3,0,199,92ec95796519cac830579afee2d6ffff2d41c44c153cdd8f53780cd0809a487e
O33939,0,415,c429542516f3bcf405bb29161e918b7f6998674e6eb0741aa631b39a3b09c241
O66937,0,485,ba63721cc306c2219db8f4c4ba32ea0595e9bff560e123849c1358c39799c94a
P72785,0,505,383229b1b6e22f4ebcd02b26484600f20ef580f627c2c20a5f770d7056b07c2f
P0A3Q0,0,505,48ecdd7bbd1e0b33453576dae1f25d1db685cd606f1a01bda02cf34efaf0e8c6
O86956,0,442,cd9323e6d5fc8bcf2da88100dba0cfb4e0a808cd76236405b4cdaa6e71fcbb76
Q06801,0,576,a8b3b7ab69f48a760cee5219af03e80260a44b6eb86653b510d1b561c53538bc
Q59266,0,487,3dc4d100e4f5e6e62228a02b1af53f660160683760ab441aa722e2a4bdf88f50
O34138,0,194,5bf0e13a39e2871b10fe17897b2c5a06a4c232897a659c091b64876c3a8cb6ab
P39605,0,249,f33244739c1807b2d5f13cc3d40697f6d8af16b18945ae9428c9b7fd5a4f2206
O85762,0,197,321ed138ac565469421c9d5b3c5341626f2e3c5d745ea5392105c70f12d425a5
Q56691,0,240,2b8124bcea1e76516a017e7c676a6193c290b425b8d4213c55d853e1cd26d3dc
Q47945,0,478,9d43d1d43c0d77f3b068fd645f387bb7cc9056704973acae5027af5fb3f3232d
O34324,0,458,f698a04096d2ce02ed7f4c634e81de846e54ece2e5b0a5b8396ffd9f55fba686
P09063,0,459,ed774fc306453244830dc9b0dd06f17a797502d9ece39069f3ca3701bd14764f
P11959,0,470,9e4920046ebe896f4808adcc0bf50813ccb4b378d586d95f9912a2d905b82c00
P75393,0,457,604519e888c33e25206d28ac90a04962f9587fecd7a2a7329deac6a20a274da1
O05940,0,481,093e9804c3188c5f0be17a3117e50aae3b968fee1f68a2d866083b234957699e
P72740,0,474,4b7c138466402b87823ddec7c709f707df1bd8f400333d764c6219caac104948
P85207,0,461,2ff10d82c4b3d089c31b59f04a59718dbb24d1579c2796960768243f00ebd911
Q5UYG6,0,472,4fbac27608d1c32629b4c8512667e7bc2f5fde0d5fbb5ab7615d42eb9a4ec7a0
O50286,0,475,9385446d1bd72600b3dd3234e4ef0b9fa32bcbda285838ccb5d97c269f3b7985
Q8KCW2,0,469,0a2d181d213dc651fd0b6f5d5d2cb392a46bc430d5b4ef51a8a31aa1d3335c33
Q54EW8,0,488,a9de685af4c40437d36d511571d6d7d0896fb0d002c6df8b989ed05c844818e9
Q4JVS0,0,216,294a63e7d34b0ce3ffbd0827c06f8440a97db372c90297d1bae40892725368fc
Q7N9M5,0,234,aacac771a9a694cd5a663b7dbd8071e129bb3d99985d03a9d21893a44b38c4d4
O34389,0,566,e9182383cdcbf654dd5255b5481f9af4b26855d3f9bfdbb9e688f714b9e005f6
P40375,0,565,a08e8f07b5a12e1f3da9999b03359ad47e248f979d24559714da0373ad30ab68
P54572,0,439,6fea35f9e9b32beca283771bb7e4fd612eca7b9a79d77350f0ff44cb64c8d1d9
B5Z1T9,0,565,65731fff3e59550f68440d6aab091200a40ed940280480991c2dfad059090cf0
O34539,0,392,56efeab42629c3775bd3047d8effa692c0aee7ee5da499f53042928408673172
P51012,0,228,65d58642e1de4d42fb847ea7bd6aa680c808744a26d16da3510ff60b787fb52a
O66107,0,218,2f29d3cd9d83ee4be6e34c76597d16b188fc9704503292112a4865ab2d9977df
P75522,0,215,19aac933c72eeb78f6155a84013dddd529a0fe5bdfafd7df86f6b5e0d78b2aab
Q8K940,0,228,30393ca68902d367c23eb98107a1843b9f6cd117d6c69c2c0db3b8f2b46be7e4
Q9CCP9,0,224,1b0b586f0a7c033b4c7b4266f089203846dbdd29387ca0a7d5dc37f4af055b24
Q9PKR7,0,228,fdefc87d4f7dfe972a9804770d67982a964661f331c0f31e40edfd05618fb1ed
Q9SE42,0,228,4b9a2f9723eb621e2b3f405a5e584847a43456f5f568bb662fa2d3a8febbe551
Q9ZJ75,0,217,e5c34d5028dc3a6ecde234ebc2e2dc71634c70c4bf13ee146becfe3733250f49
Q9ZTP5,0,274,9b0eb576ebe645358169152507cd145ddcbc6a277f1c440953e7f03d12a6f5ad
O34600,0,313,c13135f413d814155407db1b7b0c391c53310176403803819cae4ce8f68705f1
O94505,0,353,aecd2d227f6b1940ecfe4f2365f6dd347dbfb6614ffce7454984d24728251ec7
P0CY21,0,364,1c333619946aec1fbf7a331148037e9b02381ec9915fcbd24e00b7ae2d80a23e
P57624,0,265,a7ab1245dd4713c603b4ac6b6510cc0626f8d4f45c2a37541efdeb28a76ad537
P75144,0,324,e673cd5b738977640ba1864f813396bc2cee7c750fa07f991bfb48957e15a48d
P32179,0,357,15796657d5760fb386fcb316b5883a7800ad428b32b20661293d59353f140685
P44332,0,269,f0c9358385c7bb34418badd431acb176b7fe33a221ea427e64ccda3c0e019ead
P71615,0,336,559292a080b9ba4ad058481b8d1ab0872db94610a7f6027df4b395f7afb9d408
F6Y5S8,0,358,109031305b638c795e020a874e8d0833d103c890f0f5945b6669bb92099a6045
Q38945,0,373,501347349f2a18901dcefbdfe2dcbc9c743a457362dc24a0e6a861369c556140
Q55F34,0,332,d4df0c5b5ac36a5cd42ce85fc3e153de3297fcd7ad260b1b9588388d49ac38b4
Q5BCG1,0,352,e7737ab9d039687d8cb7b8074076a143e8605196cd6b9d71b805ede2b6512eca
Q5SM25,0,324,fba467fd92966bf40c6a080f874e9ec632679ef7a0906d084f7163e8ee788bd8
Q8DTN6,0,310,d3e0e35918e887ad2454bd3933c0731f53c469761f4fc0b8019b8ce6c95cd0d1
Q9M0Y6,0,397,5bdf96322e45b019ca5532b25e54388eb133cadade2b17b248ea91e8d058cbf5
O34640,0,336,c1b84ae31696e7dca16c62c09289e6c559b6260cfe7bb88a61696ac90b3aa609
O34664,0,214,8b1ce40aa2e0055180ae1f3b90c67c530d04d27bf8e217f78d0e9dc1c4dde0bd
P41888,0,569,48d0b0fc23f923d4d53d8cdf83ebcf30715ca11e8ef47b562efd60fc1f6a6ad1
Q5E9T4,0,243,f279689416e19eb4b23e6659c1648c67a8ed99668485256bbef968284c7c2b99
F4IV16,0,267,77ddd78902912750572f9c9a7cef85ac62c74dbdd27326ed594d893e2972c831
O34717,0,254,6d62e256539c6bc87474d4c3b1e3331272be63d9e62248f1d30bd3c7d40d68a7
O34748,0,591,bac334d415221fc5353b15afc2cbf80d8a4cbba97f74d01bbb8ae7de0269d2c6
P50729,0,496,a5dc97550014b16a1ff71728a31f6e550e44f84d52dff7668d46200514e34326
P75438,0,529,fff68b149b1073a3fd394dd37325fe937e6fa91df832e86481dc8ca053afffa8
O34788,0,346,aa9e942e7167a6559faf373967a2881d7e0cf290643cb0beeff3746afa3f6c3e
Q00796,0,357,8609467d1963a0bfe3f96740d649c68e1448b4f703454dd14f95321436432040
P39714,0,382,951fb8f085f63aa36e26096c01791b56effd05c6b1c59df08a6f6c7b30871d6f
Q5FA46,0,354,5abebe4a0af8c5355f09b11ef920cc7609a8d9a68fba966803f7ce05c0e926f2
O34813,0,162,0dafba9eb91c22de92bf919dde2472f9f38735867fa73920a6d4a6e0249d64d9
P61818,0,202,2ac85fd28e0ce2aaf6e8562de722ae7071ae08f5be9d6756b42e899d64aae98a
Q57605,0,206,cfd369d518011e69a5a6a9137007f93e0e996179291717a23dd490f4300f9915
A9MME5,0,457,629f042356baac0924452cf246c18e11b2d2f7ba36e38f01af8d0f3204bb0f29
O34862,0,428,85e54a0361b0bccde317bec9d503bdee5b6ac2d8045e53c8c7c52be47fcdfc68
O54068,0,437,222d82fb5edea1a25514d83878c7cee7e9be41db59c302d43a49c1bc7c8cad91
O86422,0,453,5d1f3725aee6918b36b95df61b08ae42cf2331ca3696d7dde609ce9a616ae8ad
Q7DBF9,0,388,390000f4b2f31aa4bc181c416dce88fc88bfe52db9e2ce37f27f00d9f74a7db0
O32271,0,461,66af95636df4a9f0f6357db62485f3fdde25db8518b13ba2a56ad197a3d2d1c7
Q68VX0,0,434,1bcc4626dde8d013a7ea4c8f681c47ed965d240b17191aee63efdec1164aa3d1
Q19905,0,481,fcdfbeddd78c982a450cb1f1541b70a2176228aa6a688f03b42c44b9aa88456b
O34873,0,299,62ab5172421c603b36ca751c000be5fa0b59ced41d960159e122104bee95cc45
P13703,0,301,51d2f7022f00e150e244ff28378f0d7b91688e93e897bdc3f8af04f5b77dd170
O34895,0,275,0845b7a7093e46e46ee0c73842591efa32875867fed3bf772aa1802d26f71b1a
Q6LYX3,0,274,4c49a585b20198b6d280d4b36d8f9bb9cc44955a072824fd57cc74ba88fef39d
Q8PYC8,0,271,fd2b5e2da3eb0c7dfdb7bcbccdb20dbc9b5f38671c1740ca93a4760127f93b0d
O34899,0,193,e6129be644f6525199f695bfa40a34f5dd6f9b3034f9187586a09e12edb2ead0
P31570,0,196,da33717e591e9e86f50ca5da9b377e4a7786eda7c6419271bd77720ee1af90e2
P64804,0,193,9320fb829802c4cff0805725d3f071d93a506059dece817dc6eb7e911540a937
Q9I472,0,203,f3fb802171bf8de637bded9141dc0ef71b562e22540cd215a1046fc83cb02441
O34926,0,405,823e8695bfa38ab654e870a33a00f610bfadb7ca6b0ebf9b0eb5611486cf1172
Q7VLS9,0,264,c6992c5d9fc9d9d40dd38277845370c146058a501b37f245db5827b9617a85c1
Q6LTB1,0,257,79c250dd11b0eaa24de26993dec37f0a935f4d35b6a54b4e4a0dc8fb2cdbcbbc
Q4FQ27,0,243,1f4845cca90b481bc7ee3a0238c3a76c100ee60380c5a42dda7196d68005f5d8
Q73GK9,0,246,ab100d879923b94120df72bd2f11d8fa4216a1cfc328c72149ce58c4580181d9
Q2GFZ6,0,242,ac569cacd7a59626c127d632e002467bc9b1ca6a1791ffc40e17f2d7a2fa2eeb
Q8D385,0,232,034d23cc5004f4596142d95846371df007003a7cc5862d214c33859cefff1803
O34962,0,410,dacb61331d9d217615ce7ed27ff7d5a448fce33a4ced457a19a0bdfe828c5eea
Q48796,0,541,81a934f99ad20a3817f8dc2cfbfecfa8ec88eeeafc9e09e695b0d4d6c96eb4db
P0A5T7,0,310,a449af9dddaf920f67780920a3bd95fc7db67a9383851878bd622b2e768eef52
Q46339,0,286,8bda904c8bff03bec62d2631521777ddc93c16bb08de312262d248d0cbef04a4
F4JP46,0,328,05484ac9d97ea74db87ea2a354bf6b2877ac3f904e38c52c50e81e8833a7f715
O35013,0,158,36378c9958383f8a3a3d5bfcc5fda1d2faf0e5b8585598939e36e74dcec0682b
P32090,0,112,cebae6d59e2dc5b3e8061e6ec6c6e3f890a21b6695df04a4801ee8ee33c43ef4
Q8K9U2,0,130,afe7361f14ab10df8f2ae9721760503767d1e0c5548a7247213a6b9c80f267c7
P9WIX9,0,217,13ced5cc768e1e9b618f70a7e6bd87a5f6f5a22a3b1959d90cb561d5c070fec0
P9WIY1,0,141,2aa5758d5398c4d94b9143d18d0e55652aa781d23c05310f75a9e7d93d6f7f9f
Q9EQC1,0,369,eefd0de1cdadd104c1df9d3623a9ad3c91dce124f29aa62b824f25c699fa9bba
P84844,0,119,f7b81aebd591e6f70b90cd0c510b36d30f68c71f25174f947dbec82581e408bb
P47783,0,160,db3dc003962ad6c151e906870cdc865d22acf63d6883c7c7a03583d547ae52e2
P14626,0,111,6f1b49c1ccfcc05a415dcb7dba7894570e5667e0e7ec143dd3d36402a0e1c07d
O35310,0,311,f7f0242a82828f4c0b043a19277e5925f484b1ff4cf308c40f1ecba8c94fbf8e
Q8BSL4,0,346,6d6d40c75cd32d8d6f8e7061a17ecc3b11ddc59198d355921d84bcdfb39781e2
O46640,0,301,a3eb66cd0afe18ce3ab636d66ab8fa4eea270101adf0e408f658244a3238c507
P31030,0,392,8de6fb063591a4062e5a502473a850bea0745357611139191d8e9f618eec8ded
P43567,0,385,3dc31be16e89c05d479558f8091c50d3e0aec7809c4c33af69981d1752c7a4c5
Q54GT6,0,407,b12a09d6d193bbc76fd0eb7c772d7a47ebc9454faff81200037934bdf4401435
Q60555,0,373,6717f3fdf4cc96d84c1c1d80614463c0aa6fa63b701739480300178609fe7a80
P07445,0,131,a0e05a1043ddefae2891c19d9284d24cafc4b6e14cc9c31623ea5f3269104e63
P22637,0,552,7aa0891d055f4cac569aca7cc1bd3f2e8f048bee48c096ae9800d5f8dfab388e
P77816,0,123,0f02e031673146cb8dedf43485781e4d2428faa0805f78b1c9b3ece59762ca56
Q29095,0,189,1f69048fcdfdacfc11bbcec3f34cc522357e5ca84a4daa1be18ceef88ba84203
O35969,0,236,af633f91d73bfde12fe06a0480977e2cf9800396ec5fd6ab8699627b184cd05d
P38238,0,310,4331b373475dbbf14ba5b3ef95942fb04820c4b1d70be5393c54e05cc4aaa7d0
Q9VDD9,0,320,b6036ed2faeae54de28f70881421bc309ba7c6b40f6a68746a8e11041d390bee
Q9CKJ2,0,513,4368a77c676345ce98d0ad0c97cff92e68a332b616e797d49d12f1629f789769
P55664,0,332,7802b46453c6cd409a3f4dfbf03e44c746eee73fe6e9a69224ab42bacbdcc436
Q5HMF5,0,422,e4b59c56ef63f7a9e4415bc72aaa05539193984f7ed6aee942b986ad92558178
Q96GA7,0,329,ac9ef120b86fbb9247346bb74ccdaabe06e47d6fb335a37cc40ef758a39cf881
Q9WYJ1,0,401,9fdbce3c1b6e83dfe40bedc705cf7d820160db1b4454e1752c74161ede4bc76f
Q04513,0,436,70fb96566e46904d732398b465afad14c6dfd1439e3d1b60edf771e7dba7a8c3
Q6GR37,0,547,6b4b70e1b17d50e698fbfc1cdd8f55896b67c05f84973d069c5766e1c2ad15ee
Q7K3B9,0,305,7e978d4f5dd7d1124745908ace0d9dfbea692555f4d267c076dc593aa87c4d56
P08413,0,542,bbea25ea57989fe036af6c2422ba1f159ca028d040cefcdb6d517e8e29000dc9
P08414,0,469,82e7d59500d051a54da9d94a482ce48c6382383e09691a6098718fe479436b65
P22517,0,447,4b1232d9e4ce9fb2cf5a70df5ca40f6cfcb8b63f80a6e7ea257231d824b0896b
Q07250,0,415,561084abd9f8b884dea54f1a6e7ec0b82993c41feb6d3702fad37355091482a0
Q6RET7,0,523,15653e269c5748803388a146c75d20beee87e0dc9ca76a1c2252c21e8a7cbf29
A8X6H4,0,356,64d8f2b5a6dfcf8cd9be3a164f6d8319467626e98922e93b82e865b8e6dff95f
O42866,0,236,13435508a60810b08100d81e40d7a8ef7f8f77136aded9a8ea33575243566479
P35731,0,278,a07c00068857c47e22285af7f8a058290029326e21bea19335770771f7aa5929
Q68VY7,0,241,6ee175d5eae39be1c3e527d0125ccd8d820a018fb8b7f1b5b45c64f09861aca1
P70720,0,242,e218976359920e7d60997a88cd142dae51d4dfe4d6f9b7a2ca5ca8ee15232dc2
P71534,0,255,7be0d508e6c64fe2e0bd108f2bce546cb05233d7387e8be013c874426f1c1819
P33207,0,319,65c63973a21689ba2e7d93d13432a4fa0a3c49fcfee2438785b30e6cc8d74c86
O67610,0,248,885e3233486bdf441f151c861276d40367f9a40a4b2e931ebddcb7bdf5bbfb38
Q9Z8P2,0,248,0b49ea36331e4363795735cc3890f3559675459b9184d172a2f1d67cc1fd62fe
O42873,0,570,0f4b5926319afcbf1e5c7805f1ebae106fc260c2b2086382eafb0db3001163e6
P51850,0,593,6506981ab48aba2dc5727ad614091d069fbba7cf8966390b790e975edbad1ff1
P87208,0,568,0e604d075241d372eaa90718ce56a6bb081d0df7e55945ef706705cbdc861062
Q3UMW8,0,341,473e316e3666c07dd6cf9a278c2d621e5c8bf33910bc40df3992363fba4a6ed6
P45479,0,306,2947f6e4f2b372273dae8db85003ab6dc65854a36a8098a6a8c1e73d625cae8f
P0CL94,0,238,b0a4c87b9d59ad1746153bb03603facb2092b29bb33c8d16eba80b06b6027b8c
Q6CJK6,0,228,8b0862284ee351400ae31d96fe2f25af1fc5a381e7a297fcc96628aefa1c65eb
Q4I8Q4,0,235,ec7def77c759883ccdd756dc9d0fd82ce58409bf8cd7795e8e84b56332dc37a5
Q54T49,0,226,782cb837760266135adfcf41519c221fec6a8bbca0027194768f35f6065188e0
Q55FK4,0,222,7da7cbcc2e5ad010da21d46c726c736a195771b77a75d3b0e6311f2c9095dd35
Q6BSS8,0,232,0f149630efa0d1b9613d87c95b94ece15b5d782045319602c61f6297c641a649
Q3UFF7,0,239,b3ee752fbc85b57a27f039c3509f8f5b26b40f7f751091a4484b7b33ebe6c9ef
