Entry,EC number
P51850,4.1.1.1
P87208,4.1.1.1
Q3UMW8,3.1.2.22
P45479,3.1.2.22
P0CL94,3.1.2.22
Q6CJK6,3.1.2.22
Q4I8Q4,3.1.2.22
Q54T49,3.1.2.22
Q55FK4,3.1.2.22
Q6BSS8,3.1.2.22
Q3UFF7,3.1.2.22
Q6CGL4,3.1.2.22
Q6DCC5,3.1.2.22
Q750X7,3.1.2.22
Q9D291,3.1.2.22
Q9CQT7,3.1.2.22
Q9NUJ1,3.1.2.22
P28821,4.1.3.38
Q9KQI0,4.1.3.38
O43010,2.3.1.97
P30419,2.3.1.97
Q8TFN1,2.3.1.97
P34809,2.3.1.97
P46548,2.3.1.97
O43084,4.2.1.130
Q09675,4.2.1.130
Q10092,4.2.1.130
Q10356,4.2.1.130
Q5AF03,4.2.1.130
Q62073,2.7.11.25
P83104,2.7.11.25
P41279,2.7.11.25
Q9SND6,2.7.11.25
O80888,2.7.11.25
O60016,2.1.1.355
O54904,2.4.1.86
O45903,1.3.1.104
P71079,1.3.1.104
Q10488,1.3.1.104
Q54YT4,1.3.1.104
Q6BLV6,1.3.1.104
Q6CBE4,1.3.1.104
Q6GQN8,1.3.1.104
Q8LCU7,1.3.1.104
Q6FXN7,1.3.1.104
Q9XXC8,1.3.1.104
P11178,1.2.4.4
Q5SLR4,1.2.4.4
P21953,1.2.4.4
Q84JL2,1.2.4.4
Q9I1M2,1.2.4.4
P51542,1.14.14.26
Q60991,1.14.14.26
Q9JKJ9,1.14.14.26
O48676,2.4.1.195
P31528,1.14.17.4
Q9SUC5,1.14.18.7
Q84KI6,3.13.1.1
O49561,1.14.11.13
Q5W726,1.14.11.13
Q7XP65,1.14.11.13
Q9C6I4,1.14.11.13
Q9XHM5,1.14.11.13
O50188,2.1.1.193
O51089,2.1.1.193
O51333,2.1.1.193
P44627,2.1.1.193
P54461,2.1.1.193
P67203,2.1.1.193
P72667,2.1.1.193
Q8K9E4,2.1.1.193
Q92J59,2.1.1.193
Q9ZKD2,2.1.1.193
O06834,1.14.14.11
O50406,5.5.1.16
Q6GI27,3.1.1.103
O50657,4.1.1.17
P08432,4.1.1.17
P40808,4.1.1.17
P41931,4.1.1.17
Q54UF3,4.1.1.17
Q8S3N2,4.1.1.17
O51081,2.1.1.34
P0AGJ2,2.1.1.34
O67577,2.1.1.34
O51265,2.7.8.24
Q89LF9,2.7.8.24
Q9HXE9,2.7.8.24
P39197,2.3.1.8
P39646,2.3.1.8
P75359,2.3.1.8
P77844,2.3.1.8
Q49112,2.3.1.8
O52593,2.3.1.8
Q9ZE39,2.3.1.8
Q9ZKU4,2.3.1.8
O51752,6.3.2.5
P40506,6.3.2.5
A0QWT2,6.3.2.5
Q58323,6.3.2.5
Q0J7N5,6.3.2.5
O52025,2.1.1.137
Q8TJK1,2.1.1.137
Q9HBK9,2.1.1.137
O52063,3.5.4.42
Q4ZXL0,4.2.2.3
P39049,4.2.2.3
Q06365,4.2.2.3
Q59478,4.2.2.3
O52513,2.1.1.113
O52692,2.1.1.113
O68556,2.1.1.113
P0A461,2.1.1.113
P14243,2.1.1.113
P18051,2.1.1.113
P23941,2.1.1.113
P70986,2.1.1.113
Q04845,2.1.1.113
Q45489,2.1.1.113
Q58392,2.1.1.113
Q58606,2.1.1.113
Q58843,2.1.1.113
Q58893,2.1.1.113
O52552,4.2.1.144
O52791,1.13.11.46
O52793,4.2.1.159
Q9RR31,4.2.1.159
Q9ZA32,4.2.1.159
O53637,2.7.1.168
Q0P8I9,2.7.1.168
O53699,2.8.2.37
Q8Z9M6,7.2.4.2
Q8XGX8,7.2.4.2
O54154,6.2.1.53
Q5W263,6.2.1.53
O54235,1.5.1.54
O67422,1.5.1.54
P71319,1.5.1.54
Q75HE6,1.5.1.54
O54259,1.13.12.22
O54453,3.1.3.97
Q7NXD4,3.1.3.97
O88554,2.4.2.30
O08650,2.4.1.212
P0C0H0,2.4.1.212
Q97U30,1.2.1.90
Q5JI38,3.5.3.24
Q72JK8,3.5.3.24
O58231,2.7.1.165
Q6KZ25,2.7.1.165
Q96YZ3,2.7.1.165
Q9X1S1,2.7.1.165
C6A124,2.7.1.147
Q86S40,2.7.1.147
O58523,2.5.1.114
Q04235,2.5.1.114
Q0P466,2.5.1.114
Q57907,2.5.1.108
A0A8C2MDK8,2.5.1.108
Q8SUZ5,2.5.1.108
O59394,1.1.1.286
Q8TZX1,4.6.1.17
O66810,4.6.1.17
Q9RRC1,4.6.1.17
Q39056,4.6.1.17
A6Q6C1,4.6.1.17
B1HQT3,4.6.1.17
Q56208,4.6.1.17
Q8IQF1,4.6.1.17
Q9I526,2.5.1.47
O32978,2.5.1.47
P55708,2.5.1.47
P71128,2.5.1.47
P53206,2.5.1.47
Q54CN7,2.5.1.47
P37887,2.5.1.47
Q9YBL2,2.5.1.47
Q9ZMW6,2.5.1.47
O59710,1.18.1.6
Q8W3L1,1.18.1.6
Q9V3T9,1.18.1.6
P38999,1.5.1.10
Q54NG9,1.5.1.10
O59802,2.4.1.198
O64761,2.4.1.198
O64792,2.4.1.198
P53961,2.4.1.198
P32363,2.4.1.198
Q04082,2.4.1.198
Q54M40,2.4.1.198
Q9Y7L7,2.4.1.198
P25524,3.5.4.1
Q12178,3.5.4.1
O59933,1.14.18.9
Q7ZW77,1.14.18.9
Q8L7W5,1.14.18.9
Q55D54,1.14.18.9
P20049,1.3.1.13
Q80WN7,2.4.1.90
Q5EA87,2.4.1.90
P15535,2.4.1.22
O35386,1.14.11.18
P0DPA0,1.14.11.18
Q65WW7,1.14.11.18
Q20HU6,4.2.3.76
O65782,1.14.14.45
O66076,2.7.8.5
O67908,2.7.8.5
O80952,2.7.8.5
P45419,2.7.8.5
P47360,2.7.8.5
P79001,2.7.8.5
Q92JJ2,2.7.8.5
Q7KWX2,2.7.8.5
Q8D2N9,2.7.8.5
Q9HDW1,2.7.8.5
Q9M2W3,2.7.8.5
O66127,2.5.1.83
O66129,2.5.1.83
O66145,4.3.1.2
Q41249,1.3.1.33
O66251,1.1.1.133
P29781,1.1.1.133
Q46769,1.1.1.133
P55463,1.1.1.133
A0QTF8,1.1.1.133
Q2SYI1,1.1.1.133
O66256,1.1.1.339
P43850,6.3.4.18
P12045,6.3.4.18
P52559,6.3.4.18
P72158,6.3.4.18
Q54975,6.3.4.18
Q9KVT8,6.3.4.18
Q6GI19,6.3.4.18
Q74C76,2.3.3.21
O86511,2.3.3.21
Q4J6H1,2.3.3.21
Q8F3Q1,2.3.3.21
O66790,1.8.1.9
O83790,1.8.1.9
P46843,1.8.1.9
P52213,1.8.1.9
Q25861,1.8.1.9
Q5HQW4,1.8.1.9
P47348,1.8.1.9
P0A9P4,1.8.1.9
P94284,1.8.1.9
Q05741,1.8.1.9
P43496,1.8.1.9
Q58931,1.8.1.9
O22229,1.8.1.9
Q9U3N5,1.8.1.9
Q9VMV6,1.8.1.9
O66973,1.4.3.16
Q51363,1.4.3.16
P38032,1.4.3.16
Q98AV8,1.4.3.16
P74562,1.4.3.16
Q8Y5N4,1.4.3.16
Q97ZC5,1.4.3.16
Q9A4C3,1.4.3.16
Q9HNZ0,1.4.3.16
Q9K107,1.4.3.16
O57765,1.4.3.16
O67010,2.1.1.215
O67091,6.3.5.1
P74292,6.3.5.1
Q03638,6.3.5.1
Q9PC24,6.3.5.1
O67214,2.4.1.361
Q9WYJ4,2.4.1.361
O94265,2.7.4.7
Q08975,2.7.4.7
Q31RL4,2.7.1.24
O67792,2.7.1.24
Q837G2,2.7.1.24
Q2YTA2,2.7.1.24
Q72MV4,2.7.1.24
Q46526,2.7.1.24
Q2RYU8,2.7.1.24
Q5YYJ6,2.7.1.24
Q7UQ02,2.7.1.24
Q5PB43,2.7.1.24
Q2LUP6,2.7.1.24
Q9X1A7,2.7.1.24
Q9CHQ8,2.7.1.24
Q5NRJ0,2.7.1.24
Q8RBE5,2.7.1.24
Q660X7,2.7.1.24
Q3B3J7,2.7.1.24
Q7VEG0,2.7.1.24
Q606C5,2.7.1.24
Q5FIV9,2.7.1.24
O67802,3.1.1.45
O67988,3.1.1.45
P94136,3.1.1.45
Q07505,3.1.1.45
Q43914,3.1.1.45
O67233,6.3.4.16
O68098,1.3.1.54
P21920,1.3.1.54
Q53139,1.3.1.54
P11411,1.1.1.363
O68873,3.5.1.16
P13440,3.5.1.16
B1LNR7,3.5.1.16
P54638,3.5.1.16
O69054,1.20.1.1
O69652,4.4.1.1
O69787,3.1.6.6
O80438,2.3.1.256
Q0IHH1,2.3.1.256
O74421,2.1.1.114
P27680,2.1.1.114
Q54XD0,2.1.1.114
Q6I7B6,5.4.2.7
Q98QT4,5.4.2.7
O74489,1.6.5.5
P38230,1.6.5.5
P42865,1.6.5.5
P11415,1.6.5.5
Q53FA7,1.6.5.5
O74492,3.5.2.17
Q4VYA5,3.5.2.17
O44578,3.5.2.17
Q9CRB3,3.5.2.17
O74516,2.1.1.211
Q60K16,2.1.1.211
Q6FKD6,2.1.1.211
Q4I1M9,2.1.1.211
Q9VHB9,2.1.1.211
O74553,1.3.1.90
Q32M08,1.3.1.90
Q06063,1.3.1.90
O74556,3.2.1.101
Q75DG6,3.2.1.101
Q9P6I3,3.2.1.101
O74641,3.2.1.7
P28999,3.2.1.7
O74648,3.1.1.112
P41734,3.1.1.112
P53720,1.3.1.91
Q8PFF8,1.3.1.91
Q9D7B1,1.3.1.91
Q60A54,1.1.1.270
Q74ZZ0,1.1.1.270
O74859,3.6.1.71
Q7TQC5,3.6.1.71
P38332,3.1.1.97
Q55C80,3.1.1.97
O74878,2.4.1.131
P53954,2.4.1.131
P53993,2.4.1.131
Q7ZW24,2.4.1.131
Q6CLD6,2.4.1.131
Q6FWD1,2.4.1.131
Q8X092,2.4.1.131
Q9XEE9,2.4.1.131
O74898,2.1.1.314
Q9SMT7,6.2.1.8
Q793F9,3.6.4.6
Q864U6,2.4.1.79
P80193,1.14.11.1
O76463,3.6.1.29
P49775,3.6.1.29
O89106,3.6.1.29
Q566N0,3.6.1.29
O77081,2.8.2.20
Q9VYB7,2.8.2.20
O70536,2.3.1.26
O88876,1.1.1.300
Q8TC12,1.1.1.300
Q6NRV4,1.1.1.300
Q8CEE7,1.1.1.300
Q9N126,1.1.1.300
O80467,2.3.1.248
O45679,4.4.1.9
P81701,1.11.1.18
O82567,2.7.8.2
P17898,2.7.8.2
O82872,4.1.2.42
O83080,1.1.1.28
Q6G6F1,1.1.1.28
Q99ZM2,1.1.1.28
O96423,1.2.1.12
P17721,1.2.1.12
P55971,1.2.1.12
O84992,1.3.1.32
O85673,1.14.12.1
Q84BZ2,1.14.12.1
P76422,2.7.1.49
Q6GEY2,2.7.1.49
Q57688,2.7.1.49
Q9USL6,2.7.1.49
Q9ZBL1,2.7.1.49
O86042,3.7.1.20
O86108,3.4.15.6
P59625,2.7.2.2
O97438,2.7.2.2
Q48295,2.7.2.2
P74733,2.7.2.2
Q9HII9,2.7.2.2
P95474,2.7.2.2
P9WJI5,2.3.1.5
P50298,2.3.1.5
Q9A777,1.2.1.68
Q9I6C8,1.2.1.68
Q54271,4.1.1.82
O86959,3.2.1.54
O87082,1.14.13.69
Q9ZET3,1.14.13.69
O87170,3.1.1.57
O87681,1.5.99.14
Q59128,1.5.99.4
Q59127,1.5.99.4
O87689,2.1.1.272
O87690,4.99.1.3
Q72EC8,4.99.1.3
Q4JAI2,4.99.1.3
Q9HQM3,4.99.1.3
O87696,2.1.1.271
P0A2G9,2.1.1.271
O87833,2.1.1.239
O87871,1.1.1.368
O87873,4.2.1.100
O87875,1.3.7.8
Q24157,2.4.1.62
Q9R092,1.1.1.209
Q7LGC8,2.8.2.17
Q6XQG8,2.8.2.17
O93829,2.5.1.60
O93830,2.5.1.60
O94412,2.5.1.60
P46960,2.5.1.60
Q9LHL5,2.5.1.60
Q00618,2.5.1.60
Q9JHK4,2.5.1.60
Q55DQ4,2.5.1.60
Q6CG88,1.1.3.37
Q93ZB2,1.14.14.86
Q00764,2.4.1.15
A8A1A0,2.4.1.15
Q8SSL2,2.4.1.15
O94257,2.1.1.233
P0CO57,2.1.1.233
Q4ICG8,2.1.1.233
Q4P4G2,2.1.1.233
Q6BQD2,2.1.1.233
Q4WS57,2.1.1.233
P46554,2.1.1.233
Q6C997,2.1.1.233
Q6CWW0,2.1.1.233
Q6FUI5,2.1.1.233
Q9UIC8,2.1.1.233
Q759U5,2.1.1.233
Q8VY08,2.1.1.233
O94297,2.3.1.41
P52410,2.3.1.41
P39525,2.3.1.41
Q89AY4,2.3.1.41
Q9C9P4,2.3.1.41
P05202,2.6.1.7
P47039,2.6.1.7
Q54KM6,2.6.1.7
Q1K8G0,4.4.1.13
P23256,4.4.1.13
P43623,4.4.1.13
P53101,4.4.1.13
Q07703,4.4.1.13
Q08432,4.4.1.13
Q7T3E5,4.4.1.13
Q4L332,4.4.1.13
Q52811,4.4.1.13
Q5SHW0,4.4.1.13
Q64HC5,4.4.1.13
O94511,1.3.1.38
Q5EU90,1.3.1.38
Q99MZ7,1.3.1.38
O14295,1.1.1.65
P25906,1.1.1.65
Q06494,1.1.1.65
Q56Y42,1.1.1.65
P44704,2.7.8.8
P39823,2.7.8.8
Q9ZBM2,2.7.8.8
Q58609,2.7.8.8
Q0JR55,2.7.8.8
Q9ZM68,2.7.8.8
O94636,2.1.1.214
Q12463,2.1.1.214
P19262,2.3.1.61
Q4L6C3,2.3.1.61
P57389,2.3.1.61
Q01205,2.3.1.61
O94738,2.4.1.257
Q7KWM5,2.4.1.257
O95050,2.1.1.96
Q05567,4.1.2.27
Q9C509,4.1.2.27
Q54RV9,4.1.2.27
Q9Y194,4.1.2.27
P00768,3.4.21.1
Q00871,3.4.21.1
Q6GPI1,3.4.21.1
Q17025,3.4.21.1
O97422,2.4.1.135
Q9Z137,2.4.1.135
Q09363,2.4.1.135
O35789,2.4.1.135
Q9VLA1,2.4.1.135
Q9VTG7,2.4.1.135
P09437,1.1.2.3
P00183,1.14.15.1
P00335,1.1.1.56
Q61425,1.1.1.35
P34439,1.1.1.35
P83589,1.1.1.35
Q9NKW1,1.1.1.35
P00366,1.4.1.3
Q9YC65,1.4.1.3
Q6H3Y7,1.4.1.3
Q54KB7,1.4.1.3
P00436,1.13.11.3
P00437,1.13.11.3
Q5AT14,1.13.11.3
P06135,2.3.1.28
P00487,2.3.1.28
P20074,2.3.1.28
P50869,2.3.1.28
P11504,2.3.1.28
P62577,2.3.1.28
Q02736,2.3.1.28
P65831,2.4.2.14
Q9SI61,2.4.2.14
P9WHQ7,2.4.2.14
Q9L6B8,2.4.2.14
Q55621,2.4.2.14
Q86A85,2.4.2.14
O26742,2.4.2.14
P34891,2.7.10.1
P34892,2.7.10.1
Q9C823,2.7.10.1
Q03447,2.7.1.95
P00552,2.7.1.95
P00553,2.7.1.95
P0A3Y5,2.7.1.95
P13250,2.7.1.95
P14508,2.7.1.95
Q02149,2.7.1.95
P00557,2.7.1.163
Q59093,3.1.1.24
P00633,3.1.2.14
P08635,3.1.2.14
Q9SV64,3.1.2.14
P00650,4.6.1.24
P00652,4.6.1.24
P07446,4.6.1.24
P81762,4.6.1.24
P00654,4.6.1.20
P00655,4.6.1.23
P00733,3.4.17.14
Q3T0A3,3.4.21.46
P00776,3.4.21.80
P00778,3.4.21.12
P04189,3.4.21.62
P09230,3.4.21.62
P07518,3.4.21.62
P10605,3.4.22.1
P06281,3.4.23.15
P00862,4.1.1.22
P54772,4.1.1.22
P0C2E5,4.1.1.22
P38448,4.1.2.14
Q6KZI8,4.1.2.14
P46807,2.5.1.48
P44502,2.5.1.48
P55217,2.5.1.48
P86924,6.5.1.3
P86926,6.5.1.3
Q8N999,6.5.1.3
P02904,2.1.3.1
Q8NQU4,7.4.2.1
P03940,1.14.14.16
Q9EPL5,3.4.24.7
P04161,2.1.2.2
P43846,2.1.2.2
P65897,2.1.2.2
P9WHM5,2.1.2.2
Q54I60,2.1.2.2
P18424,2.3.1.43
P10480,2.3.1.43
P56435,3.4.21.39
P17989,3.2.1.73
P19254,3.2.1.73
P45798,3.2.1.73
A3DBX3,3.2.1.73
P04963,1.11.1.10
Q64410,1.14.14.19
O73853,1.14.14.19
Q05197,2.1.1.17
Q05511,3.4.21.106
P06244,2.7.11.11
P22694,2.7.11.11
P40376,2.7.11.11
A8XJQ6,2.7.11.11
Q8SRK8,2.7.11.11
Q59RA2,2.7.8.11
Q10153,2.7.8.11
Q8LBA6,2.7.8.11
P06617,1.13.12.3
P06621,3.4.17.11
P68735,3.4.24.28
P05806,3.4.24.28
O46559,3.1.1.5
P07003,1.2.5.1
P07046,4.2.1.118
Q43922,4.2.1.118
Q81RQ4,4.2.1.118
P07061,3.5.1.46
P07099,3.3.2.9
Q25489,3.3.2.9
Q6U6J0,3.3.2.9
Q8MZR5,3.3.2.9
P07250,2.7.1.127
Q8R071,2.7.1.127
P07287,2.1.1.184
P13956,2.1.1.184
P45439,2.1.1.184
P07383,3.1.1.10
P07464,2.3.1.18
P52984,2.3.1.18
P07584,3.4.24.21
Q21179,3.4.24.21
Q51601,1.14.12.13
Q51602,1.14.12.13
Q43984,1.13.11.1
P86029,1.13.11.1
Q12737,1.3.3.5
Q5NVT1,2.7.1.105
Q12471,2.7.1.105
O27236,2.8.4.1
Q9RR29,2.7.7.24
P39629,2.7.7.24
P61887,2.7.7.24
P27887,1.13.11.2
P31003,1.13.11.2
P54721,1.13.11.2
Q53034,1.13.11.2
P25780,3.4.22.65
P08594,3.4.21.111
Q8K3U6,3.4.21.21
P08897,3.4.21.49
P18299,1.14.14.3
P19840,1.14.14.3
P09177,3.4.23.23
P09347,1.1.1.327
P09399,2.4.2.27
P09401,3.1.3.39
P58347,2.7.1.19
P09788,1.17.9.1
P09870,3.4.22.8
P09979,2.7.1.119
Q2YXZ4,2.3.2.18
P0A0C2,2.7.1.190
P13266,2.7.7.43
P69060,2.7.7.43
Q57140,2.7.7.43
P0A4V0,2.7.7.43
P0A102,2.8.3.6
Q45695,1.14.12.24
P0A169,1.3.1.60
P0A1C1,7.4.2.8
P45759,7.4.2.8
Q8RK01,7.4.2.8
P0ADP2,3.1.2.20
P44498,3.1.2.20
F4HU51,3.1.2.20
P13246,2.3.1.81
P29808,2.3.1.81
P30180,2.3.1.81
P0A2H1,2.1.1.289
Q58917,2.1.1.289
P0A390,1.2.1.65
Q9BHM6,1.5.1.11
P0A3E2,4.1.2.25
P0AC16,4.1.2.25
P71513,4.1.2.25
Q8TX89,4.1.2.25
O84620,4.1.2.25
Q9FM54,4.1.2.25
Q9X8I0,4.1.2.25
Q9Z7E9,4.1.2.25
P0DV86,2.7.7.49
P0DV89,2.7.7.49
P21325,2.7.7.49
P23070,2.7.7.49
P23072,2.7.7.49
P71276,2.7.7.49
Q46666,2.7.7.49
Q47526,2.7.7.49
A9N158,1.1.1.282
P0A8Y5,3.1.3.23
P27848,3.1.3.23
Q97DU2,3.1.3.23
P0A9I8,1.7.1.15
P0A9P9,1.1.1.69
P0A9S1,1.1.1.77
P0A9S3,1.1.1.251
P0A9V8,1.1.1.61
Q8ZIK1,5.4.99.29
P57551,7.6.2.2
Q89A96,7.6.2.2
P0ABJ9,7.1.1.7
P0ABK2,7.1.1.7
P94364,7.1.1.7
P0ABQ2,1.1.1.60
P77161,1.1.1.60
Q0T1Y1,1.14.12.19
Q31XV1,1.14.12.19
Q9HYG7,5.1.99.7
P0AC35,4.2.1.32
Q58034,4.2.1.32
P44893,1.3.5.1
P83223,1.3.5.1
Q3T189,1.3.5.1
Q9Z4P0,1.3.5.1
P0AC75,2.4.99.12
Q45374,2.4.99.12
Q4UND5,2.4.99.12
P0ACB2,4.2.1.24
P9WMP4,4.2.1.24
Q9K8G2,4.2.1.24
P05373,4.2.1.24
P45623,4.2.1.24
P0ACV2,2.3.1.242
P44916,2.5.1.90
P0ADI4,6.3.2.14
P10378,6.3.2.14
P0ADP0,3.1.3.104
P42962,3.1.3.104
P70947,3.1.3.104
P75809,3.1.3.104
P96741,3.1.3.104
Q8A947,3.1.3.104
Q0I5M5,5.1.3.29
P0AEP7,4.1.1.47
P0AEP9,1.1.99.14
P94534,1.1.99.14
P94535,1.1.99.14
P0AET8,1.1.1.159
Q5LA59,1.1.1.159
Q8U3T3,2.7.7.75
Q9ZL45,2.7.7.75
P44635,3.6.1.67
P08881,2.7.7.47
Q8ZPX9,2.7.7.47
P53965,3.6.1.52
Q09790,3.6.1.52
P0C0J1,3.4.22.10
P0CI02,3.5.4.23
P33967,3.5.4.23
Q10Q80,1.8.3.2
Q6AUC6,1.8.3.2
B7NPN7,4.1.2.40
P63703,4.1.2.40
P0CD61,2.7.8.15
P42864,2.7.8.15
P42867,2.7.8.15
P42881,2.7.8.15
P39465,2.7.8.15
P0CH63,4.2.1.69
P22143,4.2.1.69
B7N6C8,1.3.1.87
Q9LRZ6,4.2.3.15
P9WEY7,4.2.3.15
Q86II4,4.2.3.15
P50735,1.4.1.2
P27346,1.4.1.2
B2RKJ1,1.4.1.2
Q06667,2.7.1.158
Q5PXE9,2.7.1.158
Q4P4C1,2.7.1.158
Q59KN8,2.7.1.158
Q6CNG8,2.7.1.158
Q6FRN1,2.7.1.158
Q75EW5,2.7.1.158
Q93YN9,2.7.1.158
P0CO53,3.7.1.3
A5DM91,3.7.1.3
Q8PM33,3.7.1.3
A4IT57,3.7.1.3
Q2H9P7,3.7.1.3
A8XKT0,3.7.1.3
A3N6H3,3.7.1.3
P0CO63,3.1.1.89
Q54TN3,3.1.1.89
Q5ALW7,3.1.1.89
Q6CGE1,3.1.1.89
Q74Z47,3.1.1.89
Q9BIB3,3.1.1.89
Q9P7D2,3.1.1.89
P0CR36,1.1.1.102
P38342,1.1.1.102
F4JZN6,1.1.1.102
Q59RQ2,1.1.1.102
Q5BE65,1.1.1.102
Q6CE86,1.1.1.102
Q6CLN0,1.1.1.102
Q6FQ42,1.1.1.102
Q8A945,1.1.1.102
Q9Y7P2,1.1.1.102
A0A0A7EQR3,3.1.1.117
G2QJR6,3.1.1.117
P0CU79,1.14.13.228
P0CV95,4.2.3.48
Q29VN2,4.2.3.48
P0CW42,1.2.7.12
P61938,1.2.7.12
Q48943,1.2.7.12
O27600,1.2.7.12
P0DJQ3,3.5.3.22
P0DJQ7,6.3.3.4
P0DKS5,2.8.4.2
P0DMP6,2.4.1.306
Q9XHE7,1.14.14.99
P0DOV5,1.1.1.390
P0DOV7,4.2.1.162
P0DOV8,4.1.2.58
P0DOW0,1.1.1.401
Q1NEI6,1.1.1.401
P0DOW1,1.14.13.216
P0DP65,3.5.1.3
P49954,3.5.1.3
A0A140NDS5,3.5.1.3
Q2T9R6,3.5.1.3
Q8RUF8,3.5.1.3
P0DPE9,1.2.99.10
Q4VKV0,1.2.99.10
P0DPK6,4.2.3.158
P0DSI2,3.1.1.32
P18952,3.1.1.32
Q0VC00,3.1.1.32
Q68KK0,3.1.1.32
A2VBC4,3.1.1.32
Q80YA3,3.1.1.32
Q93V61,3.1.1.32
D2KX21,3.1.1.32
Q9KVG8,3.1.1.32
Q9MA46,3.1.1.32
P0DTT6,7.5.2.13
D4GP38,7.5.2.13
P0DUM8,4.2.1.28
P0DUM7,4.2.1.28
P0DUQ3,2.3.1.116
Q589Y0,2.3.1.116
Q940Z5,2.3.1.116
P0DV24,4.6.1.6
P0DV26,4.6.1.6
P0DV68,1.11.1.5
P14532,1.11.1.5
P37197,1.11.1.5
P55929,1.11.1.5
Q7SDV9,1.11.1.5
P0DX11,1.14.11.71
P0DX12,1.13.11.89
P0DX14,6.2.1.47
P9WQ55,6.2.1.47
Q6E7K9,6.2.1.47
P19871,1.1.1.51
P51656,1.1.1.51
P50858,2.3.1.82
Q43899,2.3.1.82
Q9R381,2.3.1.82
Q9RBW7,2.3.1.82
O68897,3.5.1.38
Q59495,2.4.1.7
A0ZZH6,2.4.1.7
P10323,3.4.21.10
Q2UVH8,3.4.21.10
Q9LYD8,1.1.3.8
P11295,1.14.13.59
Q1B6B3,1.14.13.59
P11350,1.7.5.1
Q83RN5,1.7.5.1
P11435,2.7.8.23
P11491,3.1.3.54
Q8Z428,2.7.1.51
P11569,4.2.1.167
P11570,4.2.1.167
P11635,1.1.1.24
P25415,1.1.1.24
Q53TZ2,1.1.1.48
Q9CXT8,3.4.24.64
Q23295,3.4.24.64
Q4W6B5,3.4.24.64
P57487,3.1.21.1
P26295,3.1.21.1
P12256,3.5.1.11
Q61759,3.4.21.35
A1CWF3,3.4.21.63
P12609,1.14.13.82
P12617,4.1.1.9
P12630,3.4.23.35
P27629,2.6.1.85
P12691,1.14.15.3
Q0VTH3,1.14.15.3
P12867,2.7.1.17
P27155,2.7.1.17
P09099,2.7.1.17
P42826,2.7.1.17
A1DEK3,2.7.1.17
P39211,2.7.1.17
Q949W8,2.7.1.17
Q9C0U6,2.7.1.17
P27156,2.7.1.17
P18188,1.12.2.1
P18150,2.7.1.87
Q9KAH3,4.1.2.29
P13443,1.1.1.29
P36234,1.1.1.29
Q59516,1.1.1.29
P13507,3.2.1.60
P50473,3.1.6.1
Q9X759,3.1.6.1
Q32KH0,3.1.6.1
Q8XNV1,3.1.6.1
Q6CJ86,2.6.1.19
P40829,2.6.1.19
P61922,2.6.1.19
Q21217,2.6.1.19
P14169,5.1.3.10
P34884,5.3.3.12
Q95119,5.3.3.12
Q9VG09,5.3.3.12
P34024,4.6.1.13
Q2G1Q2,4.6.1.13
P50859,1.14.14.154
P49602,1.14.14.154
E9QY26,1.14.14.154
Q1ZXH9,1.14.14.154
Q9UVC3,1.14.14.154
Q8H0F6,5.5.1.6
Q565D8,5.5.1.6
A0A2U7XUE3,5.5.1.6
P14299,2.4.2.37
P14300,3.2.2.24
P14518,3.4.22.32
P14697,1.1.1.36
P73826,1.1.1.36
P16166,2.4.1.115
Q40287,2.4.1.115
Q43641,2.4.1.115
Q8SQ26,1.1.1.45
P14904,3.4.11.22
P15031,7.2.2.18
P39071,1.3.1.28
Q56632,1.3.1.28
P15120,3.4.21.73
P15369,3.4.23.32
Q05053,3.5.1.93
Q5RAS0,1.3.8.1
B4TXR2,3.1.5.1
P50429,3.1.6.12
Q4E123,2.1.1.57
Q42598,4.2.3.1
P29363,4.2.3.1
P23669,4.2.3.1
P27735,4.2.3.1
Q8TQD4,4.2.3.1
Q9MT28,4.2.3.1
O24924,4.2.3.1
P16142,1.1.1.82
P52426,1.1.1.82
P62224,4.99.1.2
P08664,4.99.1.2
P16228,3.4.23.34
Q03023,3.4.24.40
P16442,2.4.1.37
P16538,2.3.1.235
P16539,2.3.1.235
P16558,2.3.1.235
P16559,2.3.1.235
P22108,2.7.7.5
P49348,2.7.7.5
P16640,1.18.1.5
Q329I3,7.3.2.2
Q0BZD8,7.3.2.2
Q1LJ08,7.3.2.2
Q1C9L0,7.3.2.2
Q2JB14,7.3.2.2
Q2JPW6,7.3.2.2
Q30W28,7.3.2.2
Q02QM1,7.3.2.2
Q1IEK7,7.3.2.2
Q5V6B8,7.3.2.2
Q6MIP7,7.3.2.2
Q16BC5,7.3.2.2
Q88YN5,7.3.2.2
Q8REG7,7.3.2.2
Q132E8,7.3.2.2
Q8YUI9,7.3.2.2
Q18KE1,7.3.2.2
P16688,4.7.1.1
P16689,3.6.1.63
Q8ZKE6,2.3.1.280
P16932,4.1.1.64
P17055,1.14.15.9
Q83MK2,5.3.1.13
P45313,5.3.1.13
Q83JF4,5.3.1.13
Q9M1T1,5.3.1.13
Q5R8E3,3.2.1.46
P17549,1.14.14.92
P17554,1.13.12.6
P17576,3.4.23.29
P58603,3.4.23.49
P39041,3.4.17.18
Q5YJC2,2.7.11.26
P51136,2.7.11.26
Q5BP74,2.7.11.26
Q55C57,2.7.11.26
P08077,2.7.1.72
P27354,1.14.13.25
P22868,1.14.13.25
